-1	,	0.00295632	,	1
-0.99	,	-0.144585165	,	1
-0.98	,	-0.206480992	,	1
-0.97	,	0.249460121	,	1
-0.96	,	0.283561057	,	1
-0.95	,	0.319724944	,	1
-0.94	,	0.346436962	,	1
-0.93	,	-0.371516985	,	1
-0.92	,	-0.392715345	,	1
-0.91	,	-0.422730643	,	1
-0.9	,	-0.442892142	,	1
-0.89	,	0.461006694	,	1
-0.88	,	0.481992284	,	1
-0.87	,	-0.493092537	,	1
-0.86	,	-0.513746517	,	1
-0.85	,	0.532213034	,	1
-0.84	,	-0.545697415	,	1
-0.83	,	-0.56597776	,	1
-0.82	,	0.57864353	,	1
-0.81	,	0.591081988	,	1
-0.8	,	0.600695008	,	1
-0.79	,	-0.615452613	,	1
-0.78	,	-0.628567616	,	1
-0.77	,	-0.640003436	,	1
-0.76	,	-0.65702875	,	1
-0.75	,	-0.669450224	,	1
-0.74	,	0.673735524	,	1
-0.73	,	0.69223492	,	1
-0.72	,	0.695683517	,	1
-0.71	,	0.708201225	,	1
-0.7	,	0.717610535	,	1
-0.69	,	-0.732988125	,	1
-0.68	,	0.739199956	,	1
-0.67	,	-0.742505424	,	1
-0.66	,	0.755147468	,	1
-0.65	,	0.76809438	,	1
-0.64	,	0.778247226	,	1
-0.63	,	-0.784980893	,	1
-0.62	,	-0.790679416	,	1
-0.61	,	0.800657795	,	1
-0.6	,	-0.800066478	,	1
-0.59	,	0.808646061	,	1
-0.58	,	0.821233456	,	1
-0.57	,	-0.827281002	,	1
-0.56	,	-0.832478443	,	1
-0.55	,	0.8430319	,	1
-0.54	,	-0.85050177	,	1
-0.53	,	-0.856301497	,	1
-0.52	,	-0.856012655	,	1
-0.51	,	0.860305535	,	1
-0.5	,	-0.866601122	,	1
-0.49	,	-0.878250446	,	1
-0.48	,	0.886476029	,	1
-0.47	,	0.886857008	,	1
-0.46	,	0.888796373	,	1
-0.45	,	-0.894664316	,	1
-0.44	,	-0.903965885	,	1
-0.43	,	0.911370886	,	1
-0.42	,	0.910903223	,	1
-0.41	,	-0.91849904	,	1
-0.4	,	0.923494252	,	1
-0.39	,	-0.92133852	,	1
-0.38	,	0.934824812	,	1
-0.37	,	0.931459912	,	1
-0.36	,	-0.94110584	,	1
-0.35	,	0.943839969	,	1
-0.34	,	-0.944084411	,	1
-0.33	,	0.94905759	,	1
-0.32	,	-0.950088925	,	1
-0.31	,	-0.953781307	,	1
-0.3	,	-0.963033568	,	1
-0.29	,	0.958372221	,	1
-0.28	,	0.966037232	,	1
-0.27	,	-0.965989972	,	1
-0.26	,	0.96874594	,	1
-0.25	,	-0.968281154	,	1
-0.24	,	-0.975918614	,	1
